Restaurant Name,Inspection Type,Inspection Date,Inspection Score,Street Number,Street Name,Street Unit,Zip,Street Address,Inspection Month,Inspection Year,Lat,Long,Type,Rating,Rating Count
SOCIETY BAKERY,Routine,6/6/2018,95,6025,ROYAL,#127,75230,6025 ROYAL LN STE #127,6/1/2018,FY2018,32.8961547,-96.8022961,Bar,4.4,885
SONIC DRIVE IN,Routine,7/3/2019,82,11921,NORTHWEST,,75218,11921 E NORTHWEST HWY,7/1/2019,FY2019,32.8644821,-96.6746922,Bar,3.9,814
SONNY BRYAN'S SMOKEHOUSE,Routine,11/7/2019,83,302,MARKET,#101,75202,302 N MARKET ST #101,11/1/2019,FY2020,32.7810021,-96.8062574,Bar,3.9,783
SONNY BRYAN'S SMOKEHOUSE,Routine,9/20/2019,80,2202,INWOOD,,75235,2202 INWOOD RD,9/1/2019,FY2019,32.8172315,-96.8407368,Bar,4.1,1669
SOUK RESTAURANT,Routine,11/26/2019,90,3011,GULDEN,#114,75212,3011 GULDEN LN #114,11/1/2019,FY2020,32.7793722,-96.8289924,Bar,4.2,455
SOUTHPAW'S ORGANIC GRILL,Routine,12/23/2019,90,3227,MCKINNEY,100,75204,3227 MCKINNEY AVE 100,12/1/2019,FY2020,32.8039732,-96.7997914,Bar,4.4,697
SOUTHPAWS ORGANIC CAF,Routine,3/15/2019,87,4023,OAK LAWN,,75219,4023 OAK LAWN,3/1/2019,FY2019,32.8179976,-96.8028656,Bar,4.7,970
SPAGHETTI WAREHOUSE,Routine,9/23/2019,85,1815,MARKET,,75202,1815 N MARKET ST,9/1/2019,FY2019,32.782687,-96.8075141,Bar,1,1
SPECS LIQUOR,Routine,10/15/2019,95,5959,ROYAL,635,75230,5959 ROYAL LN STE 635,10/1/2019,FY2020,32.8953132,-96.8059205,Cafe,4.2,125
SPORTS CITY CANTINA,Routine,11/14/2019,80,10851,HARRY HINES,,75220,10851 HARRY HINES BLVD,11/1/2019,FY2020,32.8765089,-96.8849479,Bar,3.9,226
ST MARTIN'S,Follow-up,1/9/2020,72,3020,GREENVILLE,,75206,3020 GREENVILLE AVE,1/1/2020,FY2020,32.8257393,-96.7698799,Bar,4.7,486
ST PETE'S DANCING MARLIN,Routine,9/16/2019,85,2730,COMMERCE,,75226,2730 COMMERCE ST,9/1/2019,FY2019,32.7829706,-96.7833055,Bar,4.5,1746
ST ROCCO'S,Routine,9/22/2019,97,3011,GULDEN,#100,75212,3011 GULDEN LN #100,9/1/2019,FY2019,32.7793722,-96.8289924,Bar,4.2,455
ST. ROCCO'S,Routine,9/22/2019,87,3011,GULDEN,#200,75212,3011 GULDEN #200,9/1/2019,FY2019,32.7793722,-96.8289924,Bar,4.2,455
ST. ROCCO'S OUTSIDE ROOF BAR,Routine,3/14/2019,96,3011,GULDEN,#300,75212,3011 GULDEN #300,3/1/2019,FY2019,32.7793722,-96.8289924,Bar,4.2,455
STAN'S BLUE NOTE,Routine,12/19/2019,86,2908,GREENVILLE,,75206,2908 GREENVILLE AVE,12/1/2019,FY2020,32.8242147,-96.7699063,Bar,4.4,267
STARBUCKS,Routine,6/11/2019,99,4780,MAPLE,,75219,4780 MAPLE AVE,6/1/2019,FY2019,32.8149832,-96.8263327,Bar,3.8,15
STARBUCKS COFFEE COMPANY,Routine,12/13/2018,95,6025,ROYAL,#102,75230,6025 ROYAL LN #102,12/1/2018,FY2019,32.8961547,-96.8022961,Bar,4.4,885
STEAM THEORY BREWING COMPANY LP,Routine,12/26/2019,95,340,SINGLETON,#100,75212,340 SINGLETON BLVD #100,12/1/2019,FY2020,32.7782641,-96.8299915,Bar,4.5,113
STEEL CITY POPS,Routine,4/10/2019,98,6025,ROYAL,#105,75230,6025 ROYAL LN #105,4/1/2019,FY2019,32.8962723,-96.8033988,Bar,4.4,239
STEEL CITY POPS,Routine,11/29/2018,95,2012,GREENVILLE,,75206,2012 GREENVILLE AVE,11/1/2018,FY2019,32.8144007,-96.7698335,Bar,4.5,1801
STIR BY KITCHEN ESSENTIALS,Routine,9/13/2019,95,16400,DALLAS,#111,75248,16400 N DALLAS PKWY #111,9/1/2019,FY2019,32.9734041,-96.8209482,Cafe,4.8,55
STIRR,Routine,7/29/2019,100,2803,MAIN,#110,75226,2803 MAIN ST #110,7/1/2019,FY2019,32.784218,-96.783239,Bar,4.3,1748
STOCK & BARREL RESTAURANT,Routine,8/28/2019,90,316,DAVIS,,75208,316 W DAVIS ST,8/1/2019,FY2019,32.7492465,-96.8274041,Cafe,4.3,1218
STONELEIGH P REST,Routine,6/20/2019,90,2926,MAPLE,,75201,2926 MAPLE AVE,6/1/2019,FY2019,32.7980124,-96.8069905,Bar,4.5,287
STONEY'S FINE WINE,Routine,7/8/2019,93,6038,ORAM,,75206,6038 ORAM ST,7/1/2019,FY2019,32.8137546,-96.762231,Bar,4.4,815
STREET'S FINE CHICKEN,Routine,11/25/2019,92,3857,CEDAR SPRINGS,,75219,3857 CEDAR SPRINGS RD,11/1/2019,FY2020,32.8101066,-96.8104641,Cafe,4.2,1046
STROKERS ICE HOUSE,Routine,7/25/2019,85,9310,HARRY HINES,,75235,9310 HARRY HINES BLVD,7/1/2019,FY2019,32.8424994,-96.8707053,Bar,4.6,791
SUBWAY SANDWICHES,Routine,4/11/2019,83,2123,GREENVILLE,,75206,2123 GREENVILLE AVE,4/1/2019,FY2019,32.815936,-96.770588,Bar,4.3,379
SUBWAY SANDWICHES,Routine,12/17/2018,96,6813,NORTHWEST,,75225,6813 W NORTHWEST HWY,12/1/2018,FY2019,32.8661807,-96.7881644,Bar,4.2,497
SUNDOWN AT GRANADA,Follow-up,12/19/2019,80,3520,GREENVILLE,,75206,3520 GREENVILLE AVE,12/1/2019,FY2020,32.8306413,-96.7699106,Bar,4.5,639
SUR LA TABLE,Routine,10/30/2019,99,6025,ROYAL,#130,75230,6025 ROYAL LN #130,10/1/2019,FY2020,32.8961547,-96.8022961,Bar,4.4,885
SUSHI BAYASHI,Routine,11/19/2019,80,3011,GULDEN,#106,75212,3011 GULDEN LN #106,11/1/2019,FY2020,32.7793722,-96.8289924,Bar,4.2,455
SUSHI HOUSE,Routine,12/9/2019,94,5619,LOVERS,,75209,5619 W LOVERS LN,12/1/2019,FY2020,32.8515577,-96.8168246,Bar,4.4,355
SUSHI MAKU,Routine,9/6/2019,92,17721,DALLAS,#100,75287,17721 DALLAS PKWY #100,9/1/2019,FY2019,32.9909067,-96.830829,Cafe,4.4,2038
SUSHI STAR,Routine,6/10/2019,85,5956,ROYAL,,75230,5956 ROYAL LN,6/1/2019,FY2019,32.894478,-96.8046645,Bar,4.3,135
SWAMP CAFE,Routine,11/19/2019,90,17721,DALLAS,#104,75287,17721 DALLAS PKWY #104,11/1/2019,FY2020,32.9909067,-96.830829,Cafe,4.4,2038
SWEET SENSATIONS,Routine,12/26/2018,97,1701,MARKET,#155,75202,1701 N MARKET ST #155,12/1/2018,FY2019,32.781616,-96.8070186,Bar,4.2,1028
SWIFT-T,Follow-up,5/10/2019,80,2908,SAMUELL,#100,75223,2908 SAMUELL BLVD #100,5/1/2019,FY2019,32.7924581,-96.7437524,Bar,4.3,8
TACO DINER LAKE HIGHLANDS,Routine,12/26/2019,88,7150,SKILLMAN,#190,75231,7150 SKILLMAN ST #190,12/1/2019,FY2020,32.8767949,-96.7334677,Bar,4.7,466
TACO HEADS,Routine,6/26/2019,80,1921,HENDERSON,,75206,1921 N HENDERSON AVE,6/1/2019,FY2019,32.8117016,-96.7753953,Bar,4,631
TACO Y VINO,Routine,11/26/2019,80,213,8TH,,75208,213 W 8TH ST,11/1/2019,FY2020,32.7482158,-96.8251961,Bar,4.7,200
TAPAS CASTILLE,Routine,3/5/2018,91,3011,GULDEN,#116,75212,3011 GULDEN LN #116,3/1/2018,FY2018,32.7793722,-96.8289924,Bar,4.2,455
TAQUERIA LE VENTANA,Routine,12/31/2019,96,3847,CEDAR SPRINGS,,75219,3847 CEDAR SPRINGS,12/1/2019,FY2020,32.8099476,-96.8101715,Cafe,4.2,1046
TAQUERIA PEDRITOS,Routine,8/8/2019,80,321,JEFFERSON,,75203,321 E JEFFERSON BLVD,8/1/2019,FY2019,32.7453454,-96.8199247,Bar,4.4,134
TASTE THE WORLD,Routine,10/25/2018,92,17721,DALLAS,#104,75287,17721 N DALLAS PKWY #104,10/1/2018,FY2019,32.9909067,-96.830829,Cafe,4.4,2038
TEI TEI ROBATA BAR,Routine,9/20/2019,80,2906,HENDERSON,,75206,2906 N HENDERSON AVE,9/1/2019,FY2019,32.8204348,-96.7845843,Bar,4.5,1082
TEN BELLS TAVERN,Routine,6/20/2019,92,232,SEVENTH,,75208,232 W SEVENTH ST,6/1/2019,FY2019,32.7486994,-96.8259927,Bar,4.4,443
TEPPO YAKITORI & SUSHI BR,Routine,7/16/2019,90,2014,GREENVILLE,,75206,2014 GREENVILLE AVE,7/1/2019,FY2019,32.8144516,-96.7699067,Bar,4.5,1801
TEQUILA RESTAURANTE Y BAR,Routine,12/27/2019,88,2620,WALNUT HILL,,75229,2620 WALNUT HILL LN,12/1/2019,FY2020,32.8807392,-96.889687,Bar,3.6,30
TERILLIS RESTAURANT & BAR,Routine,9/25/2019,80,2815,GREENVILLE,,75206,2815 GREENVILLE AVE,9/1/2019,FY2019,32.8232249,-96.7704427,Bar,4.6,801
THAI EXPRESS,Routine,5/8/2019,91,13350,DALLAS,#3650,75240,13350 DALLAS PKWY #3650,5/1/2019,FY2019,32.9290218,-96.8200386,Bar,4.5,651
THAI LOTUS KITCHEN,Routine,7/12/2019,94,3851,CEDAR SPRINGS,#D,75219,3851 CEDAR SPRINGS RD #D,7/1/2019,FY2019,32.8100026,-96.8103594,Cafe,4.2,1046
THE ART OF WINE,Routine,10/12/2018,100,11909,PRESTON,#1415,75230,11909 PRESTON RD #1415,10/1/2018,FY2019,32.9115062,-96.8055428,Bar,4.4,649
THE BLUE FISH,Follow-up,1/9/2020,70,3519,GREENVILLE,,75206,3519 GREENVILLE AVE,1/1/2020,FY2020,32.830511,-96.7704397,Bar,4.3,446
THE CLOVER CLUB,Routine,9/19/2019,90,2404,CEDAR SPRINGS,#400,75201,2404 CEDAR SPRINGS RD STE #400,9/1/2019,FY2019,32.7964413,-96.8048335,Bar,4.3,364
THE COMMISSARY,Routine,11/27/2018,94,2201,TUCKER,#110,75214,2201 TUCKER ST #110,11/1/2018,FY2019,32.8119545,-96.7320518,Bar,4.5,136
THE COMMON TABLE,Routine,7/15/2019,91,2917,FAIRMOUNT,,75201,2917 FAIRMOUNT ST,7/1/2019,FY2019,32.7981454,-96.8062794,Bar,4.3,617
THE CONTINENTAL RESTAURANT,Routine,8/29/2019,81,3011,GULDEN,#109,75212,3011 GULDEN #109,8/1/2019,FY2019,32.7793722,-96.8289924,Bar,4.2,455
THE DAPPER DOUGHNUT,Routine,1/17/2019,99,13350,DALLAS,#500,75240,13350 DALLAS PKWY #500,1/1/2019,FY2019,32.9290218,-96.8200386,Bar,4.5,651
THE GINGER MAN,Routine,7/15/2019,90,2718,BOLL,,75204,2718 BOLL ST,7/1/2019,FY2019,32.7982734,-96.8029716,Bar,4.4,676
THE GRAPE,Routine,7/30/2019,91,2808,GREENVILLE,,75206,2808 GREENVILLE AVE,7/1/2019,FY2019,32.8233578,-96.7700051,Bar,4.6,801
THE GREEN DOOR,Routine,8/27/2019,87,600,HARWOOD,,75201,600 S HARWOOD ST,8/1/2019,FY2019,32.7787108,-96.7917778,Bar,4.4,552
THE GROVE,Routine,3/27/2019,95,3019,MCKINNON,,75201,3019 MCKINNON ST,3/1/2019,FY2019,32.7966049,-96.8103447,Bar,4.6,125
THE JUICE BAR,Routine,11/6/2019,96,5560,LOVERS,243,75209,5560 W LOVERS LN STE 243,11/1/2019,FY2020,32.8501457,-96.8182246,Bar,4.3,376
THE LOT,Routine,1/13/2020,90,7530,EAST GRAND,,75214,7530 EAST GRAND AVE,1/1/2020,FY2020,32.8102698,-96.7291205,Bar,4.1,777
THE MEN'S CLUB,Routine,7/12/2019,91,2340,NORTHWEST,,75220,2340 W NORTHWEST HWY,7/1/2019,FY2019,32.8593628,-96.8876725,Bar,3.8,81
THE MERCURY GRILL,Routine,10/22/2019,91,11909,PRESTON,#1418,75230,11909 PRESTON RD #1418,10/1/2019,FY2020,32.9115062,-96.8055428,Bar,4.4,649
THE MOTH,Routine,10/29/2019,80,1621,OAK LAWN,#B,75207,1621 OAK LAWN AVE #B,10/1/2019,FY2020,32.7970083,-96.8201522,Bar,4.5,1679
THE OLD MONK,Routine,9/19/2019,82,2847,HENDERSON,,75206,2847 N HENDERSON AVE,9/1/2019,FY2019,32.8200659,-96.7849182,Bar,4.6,199
THE PALM RESTAURANT,Routine,4/20/2017,92,701,ROSS,,75202,701 ROSS AVE,4/1/2017,FY2017,32.7816669,-96.8065911,Bar,4.6,2115
THE PARLOR,Routine,9/4/2019,94,400,OLIVE,,75201,400 N OLIVE ST,9/1/2019,FY2019,32.7851279,-96.7949555,Bar,3.7,142
THE PEOPLE'S LAST STAND,Routine,1/16/2019,96,5319,MOCKINGBIRD,210,75206,5319 E MOCKINGBIRD LN 210,1/1/2019,FY2019,32.8385487,-96.7761412,Bar,4.5,195
THE PHARMACY,Routine,5/28/2019,97,2812,ELM,,75226,2812 ELM ST,5/1/2019,FY2019,32.7846143,-96.783092,Cafe,4.2,1401
THE PORCH,Routine,9/19/2019,85,2912,HENDERSON,,75206,2912 N HENDERSON AVE,9/1/2019,FY2019,32.8206309,-96.7846427,Bar,4.5,1082
THE QUIXOTIC WORLD,Routine,11/16/2019,100,2824,MAIN,,75226,2824 MAIN ST,11/1/2019,FY2020,32.7839742,-96.7822428,Bar,4.2,470
THE RUSTIC,Routine,8/7/2019,81,3656,HOWELL,,75207,3656 HOWELL ST,8/1/2019,FY2019,32.8049093,-96.7942007,Bar,4.3,2929
THE SKELLIG,Routine,10/21/2019,85,2409,HENDERSON,,75206,2409 N HENDERSON AVE,10/1/2019,FY2020,32.815016,-96.7789925,Bar,4.4,332
THE STANDARD POUR,Routine,10/31/2019,94,2900,MCKINNEY,,75204,2900 MCKINNEY AVE,10/1/2019,FY2020,32.7997125,-96.8006678,Bar,4.5,630
THE TIPSY CUPCAKE,Routine,2/27/2019,91,2400,HENDERSON,#B,75219,2400 N HENDERSON #B,2/1/2019,FY2019,32.8151793,-96.7784068,Bar,4.1,2018
THE WHIPPER SNAPPER (BAR),Routine,5/9/2018,90,1806,MCMILLAN,,75206,1806 MCMILLAN AVE,5/1/2018,FY2018,32.8118397,-96.7744336,Bar,3.9,225
THE WHISTLING PIG,Routine,1/11/2020,82,8786,FERGUSON,#133,75228,8786 FERGUSON RD #133,1/1/2020,FY2020,32.8122104,-96.6986517,Bar,4.4,332
THE WILD TURKEY,Routine,11/25/2019,87,2470,WALNUT HILL,,75229,2470 WALNUT HILL LN,11/1/2019,FY2020,32.8807129,-96.894798,Bar,4.1,564
THE WING BUCKET,Routine,12/11/2019,80,1200,MAIN,100,75202,1200 MAIN ST 100,12/1/2019,FY2020,32.7798185,-96.8012463,Bar,4.3,423
THIRSTY'S,Routine,2/4/2019,93,13350,DALLAS,#3585,75240,13350 DALLAS PKWY #3585,2/1/2019,FY2019,32.9290218,-96.8200386,Bar,4.5,651
TILLMAN'S CORNER RESTAURANT,Routine,6/19/2019,84,324,SEVENTH,,75208,324 W SEVENTH ST,6/1/2019,FY2019,32.7487293,-96.827659,Cafe,4.3,1218
TILLMANS ROADHOUSE,Routine,6/19/2019,92,324,7TH,,75208,324 W 7TH ST,6/1/2019,FY2019,32.7487293,-96.827659,Cafe,4.3,1218
TIME OUT TAVERN,Routine,11/14/2019,90,5101,LOVERS,,75209,5101 W LOVERS LN,11/1/2019,FY2020,32.8515224,-96.8239074,Bar,4.6,298
TIN ROOM,Routine,12/5/2019,96,2514,HUDNALL,,75235,2514 HUDNALL ST,12/1/2019,FY2020,32.818477,-96.8319649,Bar,3,1
TJ'S FRESH SEAFOOD MARKET & GRILL,Routine,9/23/2019,88,6025,ROYAL,#110,75220,6025 ROYAL LN #110,9/1/2019,FY2019,32.8963171,-96.8031791,Bar,4.4,239
TOLLER PARK,Routine,11/19/2019,74,3629,ROSS,,75204,3629 ROSS AVE,11/1/2019,FY2020,32.797766,-96.787081,Bar,4.5,60
TONY'S PIZZA & PASTA,Routine,12/6/2018,91,18918,MIDWAY,#100,75287,18918 MIDWAY RD #100,12/1/2018,FY2019,33.0093777,-96.8429308,Bar,3.8,693
TORTAS LA HECHIZERA,Routine,9/5/2019,95,119,JEFFERSON,,75208,119 W JEFFERSON BLVD,9/1/2019,FY2019,32.7434306,-96.8236297,Bar,4.5,222
TORTILLERIA LA PURISIMA,Routine,1/6/2020,72,14902,PRESTON,#1300,75234,14902 PRESTON RD #1300,1/1/2020,FY2020,32.9531019,-96.8032408,Bar,4.2,656
TRADER JOE'S,Routine,5/20/2019,80,2001,GREENVILLE,,75206,2001 GREENVILLE AVE,5/1/2019,FY2019,32.8148346,-96.770559,Bar,4.4,364
TRADEWINDS CLUB,Routine,11/8/2018,98,2843,DAVIS,,75211,2843 W DAVIS ST,11/1/2018,FY2019,32.7497313,-96.8682513,Bar,4.5,123
TRINITY CIDER,Routine,1/31/2019,98,2656,MAIN,#120,75226,2656 MAIN ST #120,1/1/2019,FY2019,32.783601,-96.784247,Bar,4.6,558
TRINITY HALL,Routine,8/28/2019,91,5321,MOCKINGBIRD,,75206,5321 E MOCKINGBIRD LN,8/1/2019,FY2019,32.8382614,-96.7754164,Bar,4.5,834
TROPHY ROOM,Routine,1/24/2019,90,2714,MCKINNEY,,75205,2714 MCKINNEY AVE,1/1/2019,FY2019,32.7979863,-96.8009554,Bar,4.5,306
TRUCK YARD,Routine,1/8/2020,90,5624,SEARS,,75206,5624 SEARS ST,1/1/2020,FY2020,32.8143203,-96.7711876,Bar,4.6,2629
TUPINAMBA,Routine,9/11/2019,88,9665,CENTRAL,#142,75225,9665 N CENTRAL EXPW #142,9/1/2019,FY2019,32.8783378,-96.7714446,Cafe,4.4,667
TUTTA'S,Routine,7/19/2019,89,1701,MARKET,#110,75202,1701 N MARKET ST #110,7/1/2019,FY2019,32.781616,-96.8070186,Bar,4.2,1028
TWIN PEAKS RESTAURANT,Routine,8/28/2019,91,5321,MOCKINGBIRD,#240,75206,5321 E MOCKINGBIRD LN #240,8/1/2019,FY2019,32.8382614,-96.7754164,Bar,4.5,834
TWISTED ROOT BURGER,Routine,4/29/2019,86,2615,COMMERCE,,75226,2615 COMMERCE ST,4/1/2019,FY2019,32.7830071,-96.7855034,Bar,4.6,2477
TWISTED TREATS,Routine,1/29/2019,95,2820,ELM,,75226,2820 ELM ST,1/1/2019,FY2019,32.7846492,-96.7827371,Cafe,4.2,1401
TWO SISTERS TO GO,Routine,11/8/2018,100,3111,MONTICELLO,#C,75205,3111 MONTICELLO AVE #C,11/1/2018,FY2019,32.8268352,-96.7859422,Bar,4.8,8
UPTOWN TAVERN & WINE BAR,Routine,9/12/2019,84,3605,MCKINNEY,,75204,3605 MCKINNEY AVE,9/1/2019,FY2019,32.8073309,-96.7977001,Bar,4.5,895
UPTOWN URBAN MARKET (KITCHEN),Routine,2/28/2019,90,2600,CEDAR SPRING,,75204,2600 CEDAR SPRING RD,2/1/2019,FY2019,32.7999695,-96.8049106,Bar,4.5,155
URBAN TACO,Routine,8/28/2019,90,5321,MOCKINGBIRD,#105,75206,5321 E MOCKINGBIRD #105,8/1/2019,FY2019,32.8382614,-96.7754164,Bar,4.5,834
URBAN VINES WINE BISTRO,Routine,12/27/2018,90,9219,GARLAND,#1102,75218,9219 GARLAND RD STE #1102,12/1/2018,FY2019,32.8308994,-96.7068422,Bar,4.6,144
URBANO CAFE,Routine,11/21/2019,95,1410,FITZHUGH,#C,75204,1410 N FITZHUGH AVE #C,11/1/2019,FY2020,32.8042529,-96.7738542,Cafe,4.6,107
URBANO CATERING,Routine,11/21/2019,100,1410,FITZHUGH,#A,75204,1410 N FITZHUGH AVE #A,11/1/2019,FY2020,32.8042529,-96.7738542,Cafe,4.6,107
V-EATS,Routine,8/26/2019,92,3011,GULDEN,#102,75212,3011 GULDEN #102,8/1/2019,FY2019,32.7793722,-96.8289924,Bar,4.2,455
VELVET TACO,Routine,8/27/2019,89,3411,MCKINNEY,,75204,3411 MCKINNEY AVE,8/1/2019,FY2019,32.8056021,-96.7988702,Bar,4.4,1407
VERBENA,Routine,2/11/2019,90,2626,HOWELL,#166,75080,2626 HOWELL ST #166,2/1/2019,FY2019,32.7985289,-96.8026993,Bar,4.4,676
VH CASUAL DINING & BAR,Routine,12/11/2019,95,1115,BECKLEY,,75203,1115 N BECKLEY AVE,12/1/2019,FY2020,32.757105,-96.823229,Bar,4.3,1547
VICTORY TAVERN,Routine,1/30/2018,83,2501,HOUSTON,,75219,2501 N HOUSTON ST,1/1/2018,FY2018,32.789903,-96.8091894,Bar,3.9,168
VIDORRA,Routine,5/20/2019,98,2642,MAIN,#100,75226,2642 MAIN ST #100,5/1/2019,FY2019,32.7834028,-96.7846655,Bar,4.5,1385
VILLAGE BURGER BAR,Routine,11/21/2019,91,1845,WOODALL RODGERS,#200,75201,1845 WOODALL RODGERS FRWY #200,11/1/2019,FY2020,32.7886916,-96.8036633,Bar,4.5,288
W-WHIP IN,Routine,2/19/2019,94,7460,WESTMORELAND,#100,75237,7460 S WESTMORELAND RD #100,2/1/2019,FY2019,32.6546136,-96.8839847,Bar,4.1,251
WESTLAKE BREWING COMPANY,Routine,12/3/2019,100,2816,COMMERCE,,75226,2816 COMMERCE ST,12/1/2019,FY2020,32.7830655,-96.7823553,Bar,5,60
WHICH WICH,Routine,4/17/2019,96,13350,DALLAS,#3425,75240,13350 DALLAS PKWY #3425,4/1/2019,FY2019,32.9290218,-96.8200386,Bar,4.5,651
WHICH WICH,Routine,1/16/2019,90,8060,PARK,#B116,75231,8060 PARK LN #B116,1/1/2019,FY2019,32.8705371,-96.7684762,Bar,4.1,600
WHICH WICH SUPERIOR SANDWICHES,Routine,11/26/2019,94,2626,HOWELL,#170,75204,2626 HOWELL ST #170,11/1/2019,FY2020,32.7985289,-96.8026993,Bar,4.4,676
WILD SALSA,Routine,1/8/2020,80,1800,MAIN,,75214,1800 MAIN ST,1/1/2020,FY2020,32.7810331,-96.7960457,Bar,4.1,1040
WILLIAMS CHICKEN,Routine,9/23/2019,98,407,LAMAR,170B,75202,407 N LAMAR ST 170B,9/1/2019,FY2019,32.781315,-96.804976,Cafe,3.2,847
WINDMILL LOUNGE,Routine,10/6/2018,90,5320,MAPLE,,75235,5320 MAPLE AVE,10/1/2018,FY2019,32.8182164,-96.8323208,Bar,3,1
WIT'S END CLUB,Routine,5/7/2019,95,2724,ELM,,75226,2724 ELM ST,5/1/2019,FY2019,32.7844995,-96.7837468,Bar,4.6,7
WOODLANDS,Routine,7/17/2019,96,6073,FOREST,,75230,6073 FOREST LN,7/1/2019,FY2019,32.9099152,-96.8018165,Bar,4.5,269
Y.O. RANCH STEAKHOUSE,Routine,7/25/2019,81,702,ROSS,,75202,702 ROSS AVE,7/1/2019,FY2019,32.7813025,-96.806383,Bar,4.6,2115
YOGURT TIME,Routine,7/10/2018,80,504,MADISON,,75208,504 N MADISON AVE,7/1/2018,FY2018,32.7490753,-96.8263158,Bar,4.4,443
YOGURTLAND,Routine,2/5/2019,100,13350,DALLAS,#925,75240,13350 DALLAS PKWY #925,2/1/2019,FY2019,32.9290218,-96.8200386,Bar,4.5,651
YOKOHAMA JAPANESE RESTAURANT,Routine,1/9/2020,94,19009,PRESTON,115,75252,19009 PRESTON RD 115,1/1/2020,FY2020,33.0064252,-96.7963993,Bar,4.6,476
ZALAT,Routine,9/16/2019,94,2519,FITZHUGH,,75214,2519 N FITZHUGH AVE,9/1/2019,FY2019,32.8123776,-96.7839781,Bar,4.3,916
ZENNA,Routine,7/30/2019,82,3950,ROSEMEADE,#100,75252,3950 ROSEMEADE PKWY #100,7/1/2019,FY2019,33.0099299,-96.8459306,Bar,4,4
ZIZIKI'S,Routine,9/18/2019,85,11661,PRESTON,#309,75230,11661 PRESTON RD #309,9/1/2019,FY2019,32.9089825,-96.8048114,Bar,4.4,211
ZOE'S KITCHEN,Routine,10/21/2019,90,8018,PARK,#100,75231,8018 PARK LN #100,10/1/2019,FY2020,32.8705789,-96.7689314,Bar,4.1,600
ZOE'S KITCHEN,Routine,9/23/2019,89,6025,ROYAL,104,75230,6025 ROYAL LN STE 104,9/1/2019,FY2019,32.896345,-96.8034721,Bar,4.4,239
